video_id,event_id,label_parts
354,0,"['forehand', 'serve']"
354,1,"['forehand', 'short-push']"
354,2,"['forehand', 'step-around-drive']"
354,3,"['backhand', 'drive']"
354,4,"['backhand', 'drive']"
354,5,"['backhand', 'drive']"
354,6,"['forehand', 'drive']"
354,7,"['backhand', 'drive']"
354,8,"['forehand', 'step-around-drive']"
354,9,"['forehand', 'drive']"
354,10,"['forehand', 'drive']"
354,11,"['forehand', 'serve']"
354,12,"['forehand', 'serve']"
354,13,"['forehand', 'short-push']"
354,14,"['forehand', 'control']"
354,15,"['backhand', 'control']"
354,16,"['forehand', 'drive']"
354,17,"['forehand', 'serve']"
354,18,"['backhand', 'drive']"
354,19,"['forehand', 'step-around-drive']"
354,20,"['backhand', 'drive']"
354,21,"['backhand', 'drive']"
354,22,"['forehand', 'serve']"
354,23,"['forehand', 'drive']"
355,0,"['forehand', 'serve']"
355,1,"['backhand', 'flip']"
355,2,"['backhand', 'drive']"
355,3,"['forehand', 'serve']"
355,4,"['forehand', 'drive']"
355,5,"['forehand', 'drive']"
355,6,"['forehand', 'drive']"
355,7,"['forehand', 'flip']"
355,8,"['forehand', 'long-push']"
355,9,"['backhand', 'drive']"
355,10,"['backhand', 'drive']"
355,11,"['forehand', 'serve']"
355,12,"['forehand', 'step-around-drive']"
355,13,"['backhand', 'control']"
355,14,"['forehand', 'drive']"
355,15,"['backhand', 'drive']"
355,16,"['forehand', 'drive']"
355,17,"['backhand', 'drive']"
355,18,"['forehand', 'serve']"
355,19,"['forehand', 'long-push']"
355,20,"['forehand', 'step-around-drive']"
355,21,"['backhand', 'drive']"
355,22,"['forehand', 'flip']"
355,23,"['backhand', 'drive']"
355,24,"['backhand', 'drive']"
355,25,"['forehand', 'serve']"
355,26,"['backhand', 'drive']"
355,27,"['backhand', 'drive']"
355,28,"['forehand', 'drive']"
355,29,"['forehand', 'drive']"
355,30,"['forehand', 'serve']"
355,31,"['forehand', 'step-around-drive']"
355,32,"['forehand', 'short-push']"
355,33,"['backhand', 'drive']"
355,34,"['backhand', 'drive']"
355,35,"['backhand', 'drive']"
355,36,"['backhand', 'smash']"
356,0,"['forehand', 'serve']"
356,1,"['forehand', 'drive']"
356,2,"['forehand', 'short-push']"
356,3,"['forehand', 'drive']"
356,4,"['backhand', 'long-push']"
356,5,"['forehand', 'step-around-drive']"
356,6,"['forehand', 'serve']"
356,7,"['backhand', 'drive']"
356,8,"['backhand', 'drive']"
356,9,"['backhand', 'drive']"
356,10,"['backhand', 'control']"
356,11,"['forehand', 'drive']"
356,12,"['forehand', 'serve']"
356,13,"['forehand', 'drive']"
356,14,"['backhand', 'drive']"
356,15,"['forehand', 'short-push']"
356,16,"['forehand', 'short-push']"
356,17,"['backhand', 'drive']"
356,18,"['forehand', 'drive']"
356,19,"['forehand', 'control']"
356,20,"['backhand', 'control']"
356,21,"['forehand', 'step-around-drive']"
356,22,"['forehand', 'step-around-drive']"
356,23,"['forehand', 'serve']"
356,24,"['backhand', 'drive']"
356,25,"['forehand', 'drive']"
356,26,"['forehand', 'short-push']"
356,27,"['forehand', 'serve']"
357,0,"['forehand', 'serve']"
357,1,"['forehand', 'long-push']"
358,0,"['forehand', 'flip']"
358,1,"['backhand', 'drive']"
358,2,"['forehand', 'serve']"
358,3,"['backhand', 'drive']"
358,4,"['backhand', 'drive']"
358,5,"['backhand', 'drive']"
358,6,"['forehand', 'serve']"
358,7,"['backhand', 'control']"
358,8,"['forehand', 'long-push']"
358,9,"['forehand', 'step-around-drive']"
358,10,"['backhand', 'control']"
358,11,"['backhand', 'short-push']"
358,12,"['forehand', 'step-around-drive']"
358,13,"['forehand', 'serve']"
358,14,"['forehand', 'drive']"
358,15,"['forehand', 'serve']"
358,16,"['backhand', 'smash']"
358,17,"['backhand', 'smash']"
358,18,"['backhand', 'drive']"
358,19,"['forehand', 'short-push']"
358,20,"['backhand', 'drive']"
358,21,"['forehand', 'step-around-drive']"
358,22,"['forehand', 'serve']"
358,23,"['backhand', 'drive']"
358,24,"['forehand', 'serve']"
358,25,"['forehand', 'drive']"
358,26,"['forehand', 'drive']"
359,0,"['backhand', 'smash']"
359,1,"['forehand', 'serve']"
359,2,"['forehand', 'drive']"
359,3,"['forehand', 'control']"
359,4,"['forehand', 'serve']"
359,5,"['forehand', 'long-push']"
359,6,"['backhand', 'control']"
359,7,"['forehand', 'short-push']"
359,8,"['forehand', 'short-push']"
359,9,"['backhand', 'control']"
359,10,"['forehand', 'long-push']"
359,11,"['forehand', 'serve']"
359,12,"['backhand', 'smash']"
359,13,"['forehand', 'control']"
359,14,"['forehand', 'drive']"
359,15,"['backhand', 'smash']"
359,16,"['backhand', 'control']"
359,17,"['backhand', 'control']"
360,0,"['forehand', 'serve']"
360,1,"['forehand', 'smash']"
360,2,"['forehand', 'step-around-drive']"
360,3,"['forehand', 'serve']"
360,4,"['forehand', 'step-around-drive']"
360,5,"['forehand', 'serve']"
360,6,"['forehand', 'long-push']"
360,7,"['backhand', 'drive']"
360,8,"['backhand', 'short-push']"
360,9,"['backhand', 'drive']"
360,10,"['forehand', 'step-around-drive']"
360,11,"['forehand', 'serve']"
360,12,"['backhand', 'drive']"
360,13,"['forehand', 'serve']"
360,14,"['forehand', 'long-push']"
360,15,"['forehand', 'step-around-drive']"
360,16,"['backhand', 'smash']"
360,17,"['backhand', 'short-push']"
360,18,"['forehand', 'serve']"
360,19,"['backhand', 'drive']"
360,20,"['backhand', 'long-push']"
360,21,"['forehand', 'step-around-drive']"
360,22,"['backhand', 'short-push']"
360,23,"['forehand', 'drive']"
360,24,"['forehand', 'drive']"
361,0,"['forehand', 'serve']"
361,1,"['backhand', 'drive']"
361,2,"['forehand', 'drive']"
361,3,"['backhand', 'drive']"
361,4,"['forehand', 'serve']"
361,5,"['forehand', 'drive']"
361,6,"['forehand', 'long-push']"
361,7,"['forehand', 'drive']"
361,8,"['backhand', 'drive']"
361,9,"['forehand', 'step-around-drive']"
361,10,"['forehand', 'serve']"
361,11,"['forehand', 'drive']"
361,12,"['forehand', 'drive']"
361,13,"['forehand', 'drive']"
361,14,"['forehand', 'drive']"
361,15,"['forehand', 'drive']"
361,16,"['backhand', 'control']"
361,17,"['backhand', 'drive']"
362,0,"['forehand', 'serve']"
362,1,"['forehand', 'short-push']"
362,2,"['backhand', 'drive']"
362,3,"['forehand', 'serve']"
362,4,"['backhand', 'drive']"
362,5,"['backhand', 'drive']"
362,6,"['backhand', 'drive']"
362,7,"['forehand', 'control']"
362,8,"['backhand', 'long-push']"
362,9,"['backhand', 'control']"
362,10,"['backhand', 'drive']"
362,11,"['forehand', 'serve']"
362,12,"['forehand', 'short-push']"
362,13,"['forehand', 'short-push']"
362,14,"['backhand', 'drive']"
362,15,"['forehand', 'serve']"
362,16,"['backhand', 'short-push']"
362,17,"['forehand', 'step-around-drive']"
362,18,"['forehand', 'drive']"
362,19,"['forehand', 'short-push']"
362,20,"['backhand', 'smash']"
362,21,"['forehand', 'serve']"
362,22,"['backhand', 'short-push']"
363,0,"['forehand', 'serve']"
363,1,"['forehand', 'short-push']"
363,2,"['forehand', 'serve']"
363,3,"['backhand', 'drive']"
363,4,"['forehand', 'drive']"
363,5,"['backhand', 'control']"
363,6,"['backhand', 'smash']"
363,7,"['forehand', 'drive']"
363,8,"['backhand', 'drive']"
363,9,"['forehand', 'serve']"
363,10,"['backhand', 'drive']"
363,11,"['backhand', 'drive']"
363,12,"['backhand', 'control']"
363,13,"['forehand', 'control']"
363,14,"['forehand', 'serve']"
363,15,"['backhand', 'drive']"
363,16,"['backhand', 'drive']"
363,17,"['backhand', 'drive']"
363,18,"['backhand', 'smash']"
364,0,"['forehand', 'serve']"
364,1,"['backhand', 'control']"
364,2,"['backhand', 'drive']"
364,3,"['forehand', 'drive']"
364,4,"['forehand', 'serve']"
364,5,"['forehand', 'drive']"
364,6,"['forehand', 'drive']"
364,7,"['forehand', 'drive']"
364,8,"['backhand', 'smash']"
364,9,"['backhand', 'drive']"
364,10,"['forehand', 'drive']"
364,11,"['forehand', 'serve']"
364,12,"['forehand', 'step-around-drive']"
364,13,"['forehand', 'serve']"
364,14,"['forehand', 'drive']"
364,15,"['forehand', 'drive']"
364,16,"['forehand', 'drive']"
364,17,"['forehand', 'flip']"
364,18,"['forehand', 'drive']"
364,19,"['forehand', 'short-push']"
364,20,"['forehand', 'step-around-drive']"
364,21,"['forehand', 'serve']"
364,22,"['backhand', 'drive']"
364,23,"['forehand', 'drive']"
364,24,"['forehand', 'serve']"
364,25,"['forehand', 'drive']"
365,0,"['backhand', 'short-push']"
365,1,"['backhand', 'control']"
365,2,"['backhand', 'drive']"
365,3,"['forehand', 'drive']"
365,4,"['forehand', 'flip']"
365,5,"['forehand', 'drive']"
365,6,"['forehand', 'drive']"
365,7,"['forehand', 'serve']"
365,8,"['backhand', 'smash']"
365,9,"['forehand', 'control']"
365,10,"['forehand', 'serve']"
365,11,"['forehand', 'drive']"
365,12,"['forehand', 'short-push']"
365,13,"['backhand', 'smash']"
365,14,"['backhand', 'control']"
365,15,"['forehand', 'serve']"
365,16,"['forehand', 'step-around-drive']"
365,17,"['forehand', 'step-around-drive']"
366,0,"['forehand', 'flip']"
366,1,"['forehand', 'control']"
366,2,"['backhand', 'control']"
366,3,"['forehand', 'serve']"
366,4,"['backhand', 'drive']"
366,5,"['forehand', 'drive']"
366,6,"['forehand', 'serve']"
366,7,"['forehand', 'drive']"
366,8,"['backhand', 'smash']"
366,9,"['forehand', 'flip']"
366,10,"['forehand', 'serve']"
366,11,"['backhand', 'drive']"
366,12,"['forehand', 'serve']"
366,13,"['backhand', 'smash']"
366,14,"['backhand', 'smash']"
366,15,"['backhand', 'drive']"
366,16,"['forehand', 'step-around-drive']"
366,17,"['backhand', 'smash']"
366,18,"['forehand', 'control']"
366,19,"['backhand', 'drive']"
366,20,"['forehand', 'serve']"
366,21,"['backhand', 'drive']"
366,22,"['backhand', 'drive']"
367,0,"['forehand', 'serve']"
367,1,"['forehand', 'control']"
367,2,"['backhand', 'drive']"
367,3,"['forehand', 'long-push']"
367,4,"['forehand', 'serve']"
367,5,"['backhand', 'drive']"
367,6,"['forehand', 'serve']"
367,7,"['backhand', 'drive']"
367,8,"['forehand', 'control']"
367,9,"['forehand', 'control']"
367,10,"['backhand', 'smash']"
367,11,"['backhand', 'drive']"
367,12,"['forehand', 'short-push']"
367,13,"['forehand', 'control']"
367,14,"['forehand', 'short-push']"
367,15,"['backhand', 'drive']"
367,16,"['forehand', 'serve']"
367,17,"['backhand', 'drive']"
367,18,"['backhand', 'drive']"
367,19,"['forehand', 'serve']"
367,20,"['backhand', 'drive']"
367,21,"['forehand', 'step-around-drive']"
367,22,"['forehand', 'short-push']"
367,23,"['backhand', 'drive']"
367,24,"['forehand', 'step-around-drive']"
367,25,"['forehand', 'short-push']"
367,26,"['backhand', 'short-push']"
367,27,"['backhand', 'drive']"
367,28,"['backhand', 'drive']"
367,29,"['forehand', 'step-around-drive']"
368,0,"['forehand', 'serve']"
368,1,"['forehand', 'drive']"
368,2,"['forehand', 'serve']"
368,3,"['backhand', 'smash']"
368,4,"['forehand', 'control']"
368,5,"['forehand', 'short-push']"
368,6,"['backhand', 'drive']"
368,7,"['backhand', 'drive']"
368,8,"['backhand', 'drive']"
368,9,"['forehand', 'short-push']"
368,10,"['forehand', 'serve']"
368,11,"['forehand', 'control']"
368,12,"['forehand', 'control']"
368,13,"['forehand', 'step-around-drive']"
368,14,"['forehand', 'serve']"
368,15,"['backhand', 'control']"
368,16,"['forehand', 'short-push']"
368,17,"['forehand', 'step-around-drive']"
368,18,"['backhand', 'short-push']"
368,19,"['forehand', 'serve']"
368,20,"['forehand', 'control']"
368,21,"['forehand', 'serve']"
368,22,"['backhand', 'smash']"
368,23,"['backhand', 'smash']"
369,0,"['forehand', 'short-push']"
369,1,"['backhand', 'drive']"
369,2,"['forehand', 'short-push']"
369,3,"['forehand', 'serve']"
369,4,"['forehand', 'flip']"
369,5,"['forehand', 'serve']"
369,6,"['backhand', 'drive']"
369,7,"['forehand', 'short-push']"
369,8,"['forehand', 'short-push']"
369,9,"['backhand', 'control']"
369,10,"['forehand', 'serve']"
369,11,"['backhand', 'drive']"
369,12,"['backhand', 'drive']"
369,13,"['backhand', 'drive']"
369,14,"['forehand', 'drive']"
369,15,"['forehand', 'drive']"
369,16,"['backhand', 'short-push']"
369,17,"['forehand', 'control']"
369,18,"['forehand', 'short-push']"
369,19,"['backhand', 'drive']"
369,20,"['backhand', 'drive']"
369,21,"['backhand', 'control']"
369,22,"['backhand', 'drive']"
369,23,"['backhand', 'control']"
369,24,"['backhand', 'smash']"
369,25,"['forehand', 'serve']"
369,26,"['forehand', 'short-push']"
369,27,"['forehand', 'flip']"
369,28,"['forehand', 'serve']"
369,29,"['forehand', 'short-push']"
369,30,"['backhand', 'smash']"
370,0,"['forehand', 'drive']"
370,1,"['forehand', 'drive']"
370,2,"['forehand', 'short-push']"
370,3,"['backhand', 'drive']"
370,4,"['forehand', 'drive']"
370,5,"['backhand', 'control']"
370,6,"['forehand', 'serve']"
370,7,"['forehand', 'step-around-drive']"
370,8,"['forehand', 'serve']"
370,9,"['backhand', 'drive']"
370,10,"['forehand', 'short-push']"
370,11,"['forehand', 'short-push']"
370,12,"['backhand', 'flip']"
370,13,"['forehand', 'serve']"
370,14,"['backhand', 'smash']"
370,15,"['forehand', 'step-around-drive']"
370,16,"['forehand', 'serve']"
370,17,"['forehand', 'drive']"
371,0,"['backhand', 'control']"
371,1,"['forehand', 'step-around-drive']"
371,2,"['forehand', 'serve']"
371,3,"['forehand', 'step-around-drive']"
371,4,"['backhand', 'smash']"
371,5,"['forehand', 'step-around-drive']"
371,6,"['backhand', 'short-push']"
371,7,"['forehand', 'short-push']"
371,8,"['forehand', 'short-push']"
371,9,"['backhand', 'drive']"
371,10,"['backhand', 'drive']"
371,11,"['forehand', 'short-push']"
371,12,"['backhand', 'smash']"
371,13,"['forehand', 'serve']"
371,14,"['forehand', 'step-around-drive']"
371,15,"['backhand', 'drive']"
371,16,"['forehand', 'drive']"
371,17,"['forehand', 'short-push']"
371,18,"['forehand', 'long-push']"
372,0,"['forehand', 'short-push']"
372,1,"['forehand', 'serve']"
372,2,"['backhand', 'drive']"
372,3,"['forehand', 'step-around-drive']"
373,0,"['forehand', 'short-push']"
373,1,"['backhand', 'control']"
373,2,"['forehand', 'serve']"
373,3,"['backhand', 'smash']"
373,4,"['forehand', 'drive']"
373,5,"['forehand', 'short-push']"
373,6,"['forehand', 'flip']"
373,7,"['forehand', 'flip']"
373,8,"['forehand', 'serve']"
373,9,"['backhand', 'drive']"
373,10,"['forehand', 'serve']"
373,11,"['backhand', 'drive']"
373,12,"['backhand', 'smash']"
373,13,"['forehand', 'drive']"
373,14,"['forehand', 'drive']"
373,15,"['forehand', 'control']"
373,16,"['forehand', 'control']"
374,0,"['backhand', 'smash']"
374,1,"['forehand', 'serve']"
374,2,"['backhand', 'drive']"
374,3,"['backhand', 'control']"
374,4,"['forehand', 'serve']"
374,5,"['forehand', 'drive']"
374,6,"['backhand', 'smash']"
374,7,"['backhand', 'short-push']"
374,8,"['forehand', 'serve']"
374,9,"['forehand', 'short-push']"
374,10,"['forehand', 'flip']"
374,11,"['backhand', 'drive']"
374,12,"['forehand', 'serve']"
374,13,"['backhand', 'drive']"
374,14,"['backhand', 'smash']"
374,15,"['forehand', 'control']"
374,16,"['backhand', 'control']"
374,17,"['forehand', 'step-around-drive']"
374,18,"['backhand', 'smash']"
374,19,"['forehand', 'serve']"
374,20,"['forehand', 'short-push']"
374,21,"['backhand', 'drive']"
374,22,"['backhand', 'control']"
374,23,"['forehand', 'serve']"
374,24,"['forehand', 'flip']"
374,25,"['forehand', 'control']"
374,26,"['backhand', 'drive']"
374,27,"['forehand', 'control']"
374,28,"['forehand', 'drive']"
374,29,"['backhand', 'smash']"
374,30,"['backhand', 'control']"
374,31,"['forehand', 'short-push']"
374,32,"['forehand', 'flip']"
374,33,"['forehand', 'control']"
374,34,"['forehand', 'serve']"
374,35,"['forehand', 'drive']"
374,36,"['forehand', 'drive']"
374,37,"['forehand', 'drive']"
375,0,"['forehand', 'serve']"
375,1,"['forehand', 'flip']"
375,2,"['forehand', 'long-push']"
375,3,"['forehand', 'drive']"
375,4,"['backhand', 'short-push']"
375,5,"['forehand', 'step-around-drive']"
375,6,"['forehand', 'drive']"
375,7,"['backhand', 'drive']"
375,8,"['forehand', 'drive']"
375,9,"['forehand', 'step-around-drive']"
375,10,"['forehand', 'control']"
375,11,"['forehand', 'serve']"
375,12,"['forehand', 'serve']"
375,13,"['forehand', 'drive']"
375,14,"['forehand', 'drive']"
375,15,"['backhand', 'control']"
375,16,"['backhand', 'control']"
375,17,"['backhand', 'drive']"
375,18,"['backhand', 'smash']"
375,19,"['forehand', 'serve']"
375,20,"['backhand', 'short-push']"
375,21,"['forehand', 'short-push']"
375,22,"['backhand', 'short-push']"
375,23,"['forehand', 'drive']"
375,24,"['forehand', 'serve']"
375,25,"['backhand', 'drive']"
375,26,"['forehand', 'serve']"
375,27,"['forehand', 'control']"
375,28,"['backhand', 'drive']"
375,29,"['forehand', 'drive']"
376,0,"['forehand', 'short-push']"
376,1,"['forehand', 'drive']"
376,2,"['forehand', 'serve']"
376,3,"['forehand', 'short-push']"
376,4,"['backhand', 'drive']"
376,5,"['forehand', 'serve']"
376,6,"['forehand', 'flip']"
376,7,"['backhand', 'drive']"
376,8,"['forehand', 'serve']"
376,9,"['backhand', 'drive']"
376,10,"['backhand', 'smash']"
376,11,"['backhand', 'control']"
376,12,"['forehand', 'short-push']"
376,13,"['backhand', 'smash']"
376,14,"['forehand', 'drive']"
376,15,"['forehand', 'serve']"
376,16,"['backhand', 'drive']"
376,17,"['forehand', 'serve']"
376,18,"['forehand', 'step-around-drive']"
376,19,"['forehand', 'drive']"
376,20,"['forehand', 'long-push']"
376,21,"['backhand', 'drive']"
376,22,"['backhand', 'drive']"
376,23,"['forehand', 'drive']"
377,0,"['forehand', 'drive']"
377,1,"['backhand', 'drive']"
377,2,"['forehand', 'serve']"
377,3,"['forehand', 'drive']"
377,4,"['forehand', 'drive']"
378,0,"['backhand', 'smash']"
378,1,"['backhand', 'smash']"
378,2,"['backhand', 'drive']"
378,3,"['backhand', 'drive']"
378,4,"['forehand', 'serve']"
378,5,"['forehand', 'serve']"
378,6,"['backhand', 'drive']"
378,7,"['backhand', 'smash']"
378,8,"['backhand', 'control']"
378,9,"['backhand', 'short-push']"
378,10,"['backhand', 'drive']"
379,0,"['forehand', 'serve']"
379,1,"['backhand', 'smash']"
379,2,"['forehand', 'serve']"
379,3,"['backhand', 'drive']"
379,4,"['forehand', 'short-push']"
379,5,"['backhand', 'smash']"
379,6,"['forehand', 'serve']"
379,7,"['backhand', 'smash']"
379,8,"['forehand', 'serve']"
379,9,"['backhand', 'drive']"
379,10,"['backhand', 'drive']"
379,11,"['backhand', 'smash']"
379,12,"['backhand', 'drive']"
379,13,"['backhand', 'short-push']"
379,14,"['forehand', 'drive']"
379,15,"['forehand', 'serve']"
379,16,"['backhand', 'drive']"
379,17,"['forehand', 'serve']"
379,18,"['forehand', 'drive']"
379,19,"['backhand', 'drive']"
379,20,"['backhand', 'smash']"
379,21,"['forehand', 'drive']"
379,22,"['forehand', 'drive']"
379,23,"['backhand', 'smash']"
379,24,"['backhand', 'drive']"
379,25,"['forehand', 'drive']"
380,0,"['backhand', 'smash']"
380,1,"['backhand', 'control']"
380,2,"['forehand', 'control']"
380,3,"['forehand', 'control']"
380,4,"['forehand', 'drive']"
380,5,"['forehand', 'serve']"
380,6,"['forehand', 'drive']"
380,7,"['forehand', 'drive']"
380,8,"['backhand', 'smash']"
380,9,"['backhand', 'drive']"
380,10,"['forehand', 'drive']"
380,11,"['backhand', 'drive']"
380,12,"['forehand', 'short-push']"
380,13,"['forehand', 'serve']"
380,14,"['backhand', 'drive']"
380,15,"['forehand', 'drive']"
380,16,"['forehand', 'serve']"
380,17,"['forehand', 'drive']"
380,18,"['forehand', 'short-push']"
380,19,"['forehand', 'step-around-drive']"
380,20,"['backhand', 'short-push']"
380,21,"['forehand', 'drive']"
380,22,"['forehand', 'serve']"
380,23,"['backhand', 'drive']"
380,24,"['forehand', 'drive']"
381,0,"['forehand', 'serve']"
381,1,"['forehand', 'drive']"
381,2,"['backhand', 'short-push']"
381,3,"['backhand', 'drive']"
381,4,"['forehand', 'drive']"
381,5,"['forehand', 'long-push']"
381,6,"['backhand', 'drive']"
381,7,"['backhand', 'drive']"
381,8,"['backhand', 'drive']"
381,9,"['forehand', 'serve']"
381,10,"['backhand', 'drive']"
381,11,"['forehand', 'serve']"
381,12,"['backhand', 'drive']"
381,13,"['backhand', 'drive']"
381,14,"['backhand', 'short-push']"
381,15,"['backhand', 'drive']"
382,0,"['backhand', 'short-push']"
382,1,"['forehand', 'long-push']"
382,2,"['forehand', 'serve']"
382,3,"['backhand', 'drive']"
382,4,"['forehand', 'serve']"
382,5,"['backhand', 'drive']"
382,6,"['backhand', 'smash']"
382,7,"['backhand', 'drive']"
382,8,"['backhand', 'smash']"
382,9,"['forehand', 'serve']"
382,10,"['forehand', 'drive']"
382,11,"['forehand', 'serve']"
382,12,"['backhand', 'smash']"
382,13,"['backhand', 'smash']"
382,14,"['forehand', 'drive']"
382,15,"['forehand', 'drive']"
382,16,"['forehand', 'serve']"
382,17,"['backhand', 'drive']"
382,18,"['forehand', 'drive']"
382,19,"['forehand', 'drive']"
383,0,"['forehand', 'serve']"
383,1,"['backhand', 'drive']"
383,2,"['forehand', 'drive']"
383,3,"['forehand', 'drive']"
383,4,"['forehand', 'drive']"
383,5,"['backhand', 'smash']"
383,6,"['backhand', 'drive']"
383,7,"['backhand', 'short-push']"
383,8,"['forehand', 'drive']"
383,9,"['forehand', 'drive']"
384,0,"['forehand', 'serve']"
384,1,"['forehand', 'serve']"
384,2,"['forehand', 'drive']"
384,3,"['forehand', 'serve']"
384,4,"['backhand', 'smash']"
384,5,"['forehand', 'long-push']"
384,6,"['backhand', 'control']"
384,7,"['forehand', 'serve']"
384,8,"['forehand', 'drive']"
384,9,"['forehand', 'step-around-drive']"
384,10,"['forehand', 'serve']"
384,11,"['backhand', 'drive']"
384,12,"['forehand', 'step-around-drive']"
384,13,"['forehand', 'step-around-drive']"
384,14,"['backhand', 'smash']"
384,15,"['backhand', 'drive']"
384,16,"['forehand', 'step-around-drive']"
384,17,"['forehand', 'short-push']"
384,18,"['backhand', 'control']"
384,19,"['forehand', 'serve']"
384,20,"['backhand', 'drive']"
384,21,"['forehand', 'serve']"
384,22,"['forehand', 'step-around-drive']"
384,23,"['forehand', 'long-push']"
384,24,"['forehand', 'serve']"
384,25,"['forehand', 'short-push']"
384,26,"['forehand', 'long-push']"
384,27,"['forehand', 'serve']"
384,28,"['forehand', 'short-push']"
384,29,"['backhand', 'short-push']"
384,30,"['forehand', 'control']"
384,31,"['backhand', 'control']"
385,0,"['backhand', 'short-push']"
385,1,"['backhand', 'drive']"
385,2,"['forehand', 'serve']"
385,3,"['forehand', 'drive']"
385,4,"['forehand', 'serve']"
385,5,"['backhand', 'drive']"
385,6,"['forehand', 'drive']"
385,7,"['backhand', 'drive']"
385,8,"['backhand', 'drive']"
385,9,"['backhand', 'smash']"
385,10,"['backhand', 'drive']"
385,11,"['backhand', 'control']"
385,12,"['backhand', 'smash']"
385,13,"['backhand', 'drive']"
385,14,"['forehand', 'serve']"
385,15,"['forehand', 'step-around-drive']"
385,16,"['forehand', 'serve']"
385,17,"['forehand', 'flip']"
385,18,"['backhand', 'drive']"
385,19,"['forehand', 'short-push']"
385,20,"['forehand', 'drive']"
385,21,"['backhand', 'short-push']"
385,22,"['forehand', 'step-around-drive']"
385,23,"['forehand', 'step-around-drive']"
386,0,"['forehand', 'serve']"
386,1,"['backhand', 'smash']"
386,2,"['forehand', 'serve']"
386,3,"['forehand', 'step-around-drive']"
386,4,"['forehand', 'drive']"
386,5,"['backhand', 'control']"
386,6,"['backhand', 'smash']"
386,7,"['backhand', 'smash']"
386,8,"['backhand', 'drive']"
386,9,"['forehand', 'serve']"
386,10,"['forehand', 'drive']"
386,11,"['backhand', 'drive']"
386,12,"['forehand', 'step-around-drive']"
386,13,"['forehand', 'drive']"
386,14,"['forehand', 'drive']"
386,15,"['forehand', 'serve']"
386,16,"['backhand', 'drive']"
386,17,"['backhand', 'control']"
387,0,"['forehand', 'serve']"
387,1,"['backhand', 'drive']"
387,2,"['forehand', 'step-around-drive']"
387,3,"['forehand', 'serve']"
387,4,"['backhand', 'drive']"
387,5,"['backhand', 'control']"
387,6,"['backhand', 'drive']"
387,7,"['forehand', 'drive']"
387,8,"['forehand', 'drive']"
387,9,"['forehand', 'short-push']"
387,10,"['backhand', 'smash']"
387,11,"['backhand', 'control']"
387,12,"['forehand', 'serve']"
387,13,"['forehand', 'long-push']"
387,14,"['forehand', 'drive']"
387,15,"['forehand', 'serve']"
387,16,"['forehand', 'serve']"
387,17,"['backhand', 'drive']"
387,18,"['forehand', 'step-around-drive']"
387,19,"['backhand', 'control']"
387,20,"['forehand', 'short-push']"
387,21,"['forehand', 'short-push']"
387,22,"['backhand', 'smash']"
387,23,"['forehand', 'serve']"
387,24,"['forehand', 'step-around-drive']"
387,25,"['backhand', 'drive']"
387,26,"['backhand', 'drive']"
387,27,"['forehand', 'serve']"
387,28,"['backhand', 'short-push']"
387,29,"['backhand', 'control']"
387,30,"['backhand', 'drive']"
387,31,"['backhand', 'smash']"
387,32,"['forehand', 'serve']"
387,33,"['backhand', 'drive']"
387,34,"['forehand', 'serve']"
387,35,"['backhand', 'drive']"
387,36,"['forehand', 'drive']"
387,37,"['forehand', 'short-push']"
387,38,"['backhand', 'control']"
387,39,"['forehand', 'long-push']"
387,40,"['backhand', 'control']"
388,0,"['forehand', 'serve']"
388,1,"['forehand', 'drive']"
388,2,"['forehand', 'serve']"
388,3,"['backhand', 'drive']"
388,4,"['forehand', 'drive']"
388,5,"['forehand', 'serve']"
388,6,"['forehand', 'long-push']"
388,7,"['forehand', 'drive']"
388,8,"['forehand', 'drive']"
388,9,"['forehand', 'drive']"
388,10,"['forehand', 'drive']"
388,11,"['forehand', 'serve']"
388,12,"['backhand', 'drive']"
388,13,"['forehand', 'flip']"
388,14,"['forehand', 'drive']"
388,15,"['backhand', 'smash']"
388,16,"['backhand', 'control']"
388,17,"['forehand', 'serve']"
388,18,"['forehand', 'drive']"
388,19,"['forehand', 'serve']"
388,20,"['backhand', 'smash']"
388,21,"['forehand', 'long-push']"
388,22,"['backhand', 'smash']"
388,23,"['forehand', 'serve']"
388,24,"['forehand', 'serve']"
388,25,"['backhand', 'drive']"
388,26,"['backhand', 'drive']"
388,27,"['forehand', 'flip']"
389,0,"['forehand', 'serve']"
389,1,"['forehand', 'drive']"
389,2,"['forehand', 'drive']"
389,3,"['forehand', 'drive']"
389,4,"['forehand', 'serve']"
389,5,"['forehand', 'drive']"
389,6,"['forehand', 'drive']"
389,7,"['backhand', 'smash']"
389,8,"['backhand', 'drive']"
389,9,"['forehand', 'short-push']"
389,10,"['backhand', 'control']"
389,11,"['forehand', 'serve']"
389,12,"['forehand', 'serve']"
389,13,"['forehand', 'drive']"
389,14,"['forehand', 'drive']"
389,15,"['forehand', 'long-push']"
389,16,"['backhand', 'drive']"
389,17,"['backhand', 'smash']"
389,18,"['forehand', 'drive']"
389,19,"['forehand', 'serve']"
389,20,"['forehand', 'drive']"
389,21,"['forehand', 'serve']"
389,22,"['backhand', 'drive']"
389,23,"['forehand', 'flip']"
389,24,"['backhand', 'drive']"
389,25,"['forehand', 'control']"
389,26,"['forehand', 'flip']"
389,27,"['forehand', 'serve']"
389,28,"['backhand', 'drive']"
